open_time,high,low,close,volume,number_of_trades
2024-01-03 07:00:00,45384.84,44940.93,45011.77,1780.38521,66536.0
2024-01-03 08:00:00,45200.0,45001.1,45200.0,1462.95207,55695.0
2024-01-03 09:00:00,45500.0,45185.39,45344.67,2006.28796,98831.0
2024-01-03 10:00:00,45398.37,45045.95,45151.91,1918.59612,73185.0
2024-01-03 11:00:00,45174.07,43500.0,43702.88,7849.69163,240158.0
2024-01-03 12:00:00,43716.0,40750.0,42789.38,20155.46959,622894.0
2024-01-03 13:00:00,42820.92,42310.0,42529.4,5587.0456,154330.0
2024-01-03 14:00:00,42532.0,42050.0,42179.99,4566.2886,133059.0
2024-01-03 15:00:00,43009.02,42175.14,43000.01,5175.34831,159868.0
2024-01-03 16:00:00,43567.92,42773.34,42992.67,6973.81609,210942.0
2024-01-03 17:00:00,43034.59,42600.0,42906.0,2945.17641,101565.0
2024-01-03 18:00:00,43050.0,42000.0,42255.72,3314.04996,123905.0
2024-01-03 19:00:00,43011.1,42161.1,42596.67,3662.29946,105376.0
2024-01-03 20:00:00,42846.17,42518.7,42721.02,1931.53987,56158.0
2024-01-03 21:00:00,42966.27,42581.1,42917.62,1692.53055,63788.0
2024-01-03 22:00:00,42941.1,42596.24,42749.68,1385.88591,50447.0
2024-01-03 23:00:00,42845.23,42591.09,42845.23,1125.77247,38540.0
2024-01-04 00:00:00,42983.77,42754.0,42874.01,1619.84247,56572.0
2024-01-04 01:00:00,42936.79,42613.77,42708.01,1337.96527,48011.0
2024-01-04 02:00:00,43219.36,42690.02,43138.49,1256.1727,53220.0
2024-01-04 03:00:00,43220.56,43002.15,43102.8,1274.15811,44494.0
2024-01-04 04:00:00,43200.0,42955.5,43149.99,1080.01392,41721.0
2024-01-04 05:00:00,43273.08,43072.7,43183.74,971.30246,48846.0
2024-01-04 06:00:00,43232.95,43086.59,43155.46,989.98669,42897.0
2024-01-04 07:00:00,43261.64,42756.97,42763.08,2402.09322,96133.0
2024-01-04 08:00:00,42975.38,42699.83,42849.66,1650.32861,89462.0
2024-01-04 09:00:00,43084.38,42849.66,43007.74,1411.97913,62439.0
2024-01-04 10:00:00,43100.0,42616.28,43073.26,2250.33233,85497.0
2024-01-04 11:00:00,43233.81,42927.33,43176.32,1433.76942,54283.0
2024-01-04 12:00:00,43423.95,43097.06,43378.12,2238.88425,87027.0
2024-01-04 13:00:00,43484.84,43167.27,43346.68,1658.84054,59119.0
2024-01-04 14:00:00,43753.15,43250.0,43676.07,2649.8067,98450.0
2024-01-04 15:00:00,44329.99,43608.0,44051.1,5051.47874,194044.0
2024-01-04 16:00:00,44134.8,43777.86,43915.71,2764.45038,100316.0
2024-01-04 17:00:00,44225.75,43827.69,43990.01,2510.89188,80334.0
2024-01-04 18:00:00,44152.09,43881.31,44048.96,1520.18678,55465.0
2024-01-04 19:00:00,44437.5,43910.01,43956.48,2603.99272,98512.0
2024-01-04 20:00:00,44690.0,43890.9,44113.68,3043.38975,107009.0
2024-01-04 21:00:00,44589.04,44113.67,44430.86,2538.90479,88372.0
2024-01-04 22:00:00,44729.58,44150.64,44318.0,2470.81905,83956.0
2024-01-04 23:00:00,44355.22,44050.0,44151.1,1308.47343,43765.0
2024-01-05 00:00:00,44248.47,43950.84,44211.1,1764.77429,61232.0
2024-01-05 01:00:00,44284.0,42450.0,43376.0,5302.04832,178314.0
2024-01-05 02:00:00,43972.86,43302.0,43506.0,3111.00846,118841.0
2024-01-05 03:00:00,43770.0,43409.79,43465.21,1543.67157,62585.0
2024-01-05 04:00:00,43629.99,43187.89,43589.88,1790.05634,84040.0
2024-01-05 05:00:00,43723.13,43507.48,43644.15,947.34888,46977.0
2024-01-05 06:00:00,43926.0,43578.08,43844.82,1112.36781,60603.0
2024-01-05 07:00:00,43926.0,43715.93,43777.47,1099.83728,54636.0
2024-01-05 08:00:00,43947.99,43771.1,43911.44,989.5563,54415.0
2024-01-05 09:00:00,44324.8,43911.44,44147.21,2628.68996,124775.0
2024-01-05 10:00:00,44157.03,43433.0,43628.18,1876.88721,83516.0
2024-01-05 11:00:00,43916.8,43605.36,43771.34,1560.50376,73683.0
2024-01-05 12:00:00,44110.07,43616.0,43882.52,1865.99113,90732.0
2024-01-05 13:00:00,44096.49,43721.06,43986.01,1994.26258,116752.0
2024-01-05 14:00:00,44062.36,43100.0,43486.04,3583.28008,165086.0
2024-01-05 15:00:00,43801.1,43355.54,43500.01,2600.74661,105610.0
2024-01-05 16:00:00,43592.64,43220.0,43225.99,2401.19219,88154.0
2024-01-05 17:00:00,43627.57,43100.46,43609.53,2540.97502,113758.0
2024-01-05 18:00:00,43690.12,43418.0,43610.07,1274.08655,53441.0
2024-01-05 19:00:00,43808.07,43520.15,43600.0,1243.82237,53608.0
2024-01-05 20:00:00,44357.46,43599.99,43955.07,2500.69771,95316.0
2024-01-05 21:00:00,43971.1,43580.51,43946.26,1609.24913,67282.0
2024-01-05 22:00:00,44048.64,43764.42,43967.44,1024.55085,42259.0
2024-01-05 23:00:00,44318.61,43967.44,44145.11,1709.64887,69230.0
2024-01-06 00:00:00,44214.42,43975.0,44068.8,879.60338,48911.0
2024-01-06 01:00:00,44094.4,43906.19,43970.64,857.49986,40279.0
2024-01-06 02:00:00,44009.24,43823.06,43909.31,718.07637,34887.0
2024-01-06 03:00:00,44018.57,43812.5,43931.1,668.28232,30100.0
2024-01-06 04:00:00,43971.1,43832.0,43850.0,422.35739,28676.0
2024-01-06 05:00:00,43871.1,43588.0,43698.72,1174.66016,56472.0
2024-01-06 06:00:00,43700.34,43425.0,43454.7,1659.55792,63816.0
2024-01-06 07:00:00,43668.02,43397.05,43653.2,986.22209,51781.0
2024-01-06 08:00:00,43744.37,43551.28,43692.33,813.66676,49970.0
2024-01-06 09:00:00,43756.0,43636.7,43651.9,562.07964,41253.0
2024-01-06 10:00:00,43771.1,43584.0,43694.48,677.68295,41133.0
2024-01-06 11:00:00,43705.23,43616.02,43671.96,396.12062,28620.0
2024-01-06 12:00:00,43750.0,43527.27,43607.96,531.76575,33554.0
2024-01-06 13:00:00,43740.27,43542.0,43704.07,473.0935,31112.0
2024-01-06 14:00:00,43920.08,43703.41,43828.21,998.40603,49969.0
2024-01-06 15:00:00,43898.0,43791.1,43867.17,606.8731,33533.0
2024-01-06 16:00:00,43978.78,43828.5,43872.34,762.52286,39806.0
2024-01-06 17:00:00,44000.0,43842.97,43963.72,618.69382,33064.0
2024-01-06 18:00:00,44148.58,43884.04,43995.89,883.24997,51099.0
2024-01-06 19:00:00,44017.46,43830.88,43906.36,706.77767,38543.0
2024-01-06 20:00:00,43961.33,43611.19,43826.44,727.31918,40537.0
2024-01-06 21:00:00,43935.21,43723.76,43889.43,583.21345,30835.0
2024-01-06 22:00:00,43928.0,43740.0,43878.61,480.5904,27300.0
2024-01-06 23:00:00,43980.0,43732.5,43968.32,646.74625,31392.0
2024-01-07 00:00:00,44259.29,43915.56,44119.11,1359.49776,56142.0
2024-01-07 01:00:00,44160.0,43963.89,43967.72,668.136,33557.0
2024-01-07 02:00:00,44089.1,43833.4,43930.28,741.95675,33963.0
2024-01-07 03:00:00,44034.92,43904.18,43940.41,627.84726,31239.0
2024-01-07 04:00:00,44035.9,43885.24,44000.0,545.34387,29913.0
2024-01-07 05:00:00,44067.84,43843.52,43885.47,519.68969,28455.0
2024-01-07 06:00:00,44088.01,43858.0,44022.0,705.67701,37878.0
2024-01-07 07:00:00,44100.0,43991.1,44080.0,576.4073,26675.0
2024-01-07 08:00:00,44167.81,44000.0,44017.99,866.45352,39176.0
2024-01-07 09:00:00,44065.0,43880.65,43938.9,745.22164,41350.0
2024-01-07 10:00:00,43996.0,43906.91,43960.0,673.28346,32873.0
2024-01-07 11:00:00,44118.19,43959.1,44061.1,738.77639,36717.0
2024-01-07 12:00:00,44139.43,43969.62,44088.63,637.81941,29221.0
2024-01-07 13:00:00,44449.98,44082.66,44409.31,2234.29499,102177.0
2024-01-07 14:00:00,44480.59,44277.12,44402.0,1427.92526,59635.0
2024-01-07 15:00:00,44431.1,43945.15,44047.57,1672.94945,73774.0
2024-01-07 16:00:00,44185.0,43857.14,43922.0,1260.33931,62143.0
2024-01-07 17:00:00,44110.15,43700.0,44064.84,1223.59528,60768.0
2024-01-07 18:00:00,44176.04,44035.25,44106.11,546.77236,29917.0
2024-01-07 19:00:00,44262.53,44041.27,44244.77,560.18451,32276.0
2024-01-07 20:00:00,44269.92,44120.0,44120.01,527.84094,28891.0
2024-01-07 21:00:00,44249.0,44110.45,44231.53,551.38125,27469.0
2024-01-07 22:00:00,44231.54,43778.13,43862.85,1399.67049,67494.0
2024-01-07 23:00:00,44024.99,43572.09,43929.02,2212.7869,107556.0
2024-01-08 00:00:00,43986.0,43625.18,43632.0,1712.48374,65469.0
2024-01-08 01:00:00,43809.18,43610.25,43713.06,1111.57206,48160.0
2024-01-08 02:00:00,43800.07,43175.0,43371.09,2425.01013,88310.0
2024-01-08 03:00:00,43568.85,43225.0,43518.2,2122.92505,76190.0
2024-01-08 04:00:00,43610.68,43430.79,43599.26,1115.01613,47949.0
2024-01-08 05:00:00,43650.0,43475.0,43641.74,1134.27526,39087.0
2024-01-08 06:00:00,44341.8,43584.87,43912.87,3381.02051,147432.0
2024-01-08 07:00:00,44074.99,43784.86,43974.55,1527.12031,54780.0
2024-01-08 08:00:00,44069.41,43851.1,43868.53,829.24271,39038.0
2024-01-08 09:00:00,43920.14,43641.73,43720.46,1124.68124,48111.0
2024-01-08 10:00:00,44128.19,43689.26,44088.85,1256.15965,52942.0
2024-01-08 11:00:00,44688.0,43950.0,44635.99,3426.18407,132063.0
2024-01-08 12:00:00,45200.0,44350.0,45111.09,7517.5607,272871.0
2024-01-08 13:00:00,45179.14,44807.56,44911.58,3323.31376,103862.0
2024-01-08 14:00:00,45090.0,44724.37,44783.91,2288.27888,76652.0
2024-01-08 15:00:00,45333.0,44667.22,44963.04,4083.38544,138872.0
2024-01-08 16:00:00,45171.42,44793.97,44940.3,2531.38293,84202.0
2024-01-08 17:00:00,45668.88,44903.86,45648.0,4294.58934,132787.0
2024-01-08 18:00:00,46995.0,45648.0,46970.01,10702.46628,291935.0
2024-01-08 19:00:00,47248.99,46540.01,46979.35,6934.53877,179485.0
2024-01-08 20:00:00,47143.15,46709.92,46774.01,3446.6373,91904.0
2024-01-08 21:00:00,47207.16,46653.84,47071.41,2789.04666,66111.0
2024-01-08 22:00:00,47120.0,46799.18,46999.99,1797.3167,43996.0
2024-01-08 23:00:00,47100.0,46833.88,46951.04,1940.36827,42256.0
2024-01-09 00:00:00,47150.0,46230.0,46668.88,4454.55224,136664.0
2024-01-09 01:00:00,46786.83,46288.0,46556.62,2579.21111,81552.0
2024-01-09 02:00:00,46785.22,46483.83,46779.81,1420.86767,50674.0
2024-01-09 03:00:00,46974.42,46750.92,46926.96,1647.49829,61572.0
2024-01-09 04:00:00,46940.0,46670.91,46803.54,1286.08627,56371.0
2024-01-09 05:00:00,46858.0,46599.43,46714.67,1293.90068,48805.0
2024-01-09 06:00:00,46838.4,46665.84,46788.01,911.5216,44485.0
2024-01-09 07:00:00,46931.7,46735.18,46825.51,1215.90126,51079.0
2024-01-09 08:00:00,46874.94,46510.0,46544.65,1331.10707,62068.0
2024-01-09 09:00:00,46694.61,46407.9,46491.99,1571.60244,70068.0
2024-01-09 10:00:00,46680.0,46381.1,46441.89,1685.90791,60887.0
2024-01-09 11:00:00,46644.0,46426.2,46615.99,1430.21749,61067.0
2024-01-09 12:00:00,47000.0,45450.0,46166.35,4416.37703,199167.0
2024-01-09 13:00:00,47051.21,46055.51,46834.0,5041.75722,220522.0
2024-01-09 14:00:00,47007.83,46498.93,46561.1,2999.84714,98118.0
2024-01-09 15:00:00,47010.0,46429.31,46868.09,3353.84219,128945.0
2024-01-09 16:00:00,46975.0,46719.69,46902.88,1950.39781,93676.0
2024-01-09 17:00:00,46919.99,46632.01,46715.99,1744.55384,72142.0
2024-01-09 18:00:00,46731.1,46500.0,46640.5,2182.23673,75404.0
2024-01-09 19:00:00,46890.0,46573.92,46876.01,1433.29461,70492.0
2024-01-09 20:00:00,46930.74,46591.6,46642.54,1427.66813,76782.0
2024-01-09 21:00:00,47972.0,44748.67,45439.44,17027.62509,600482.0
2024-01-09 22:00:00,46261.09,45295.19,46254.0,4757.30303,147855.0
2024-01-09 23:00:00,46254.01,45924.0,46110.0,2764.38932,68868.0
2024-01-10 00:00:00,46249.14,45788.85,45856.42,2839.97544,88640.0
2024-01-10 01:00:00,45960.0,45622.0,45929.3,2013.31088,64916.0
2024-01-10 02:00:00,46082.87,45882.41,45971.09,1108.50161,41796.0
2024-01-10 03:00:00,46211.95,45922.86,46117.1,1002.73836,30568.0
2024-01-10 04:00:00,46186.0,45944.82,45960.98,1131.61113,44449.0
2024-01-10 05:00:00,46027.08,45890.58,45975.99,1082.47607,41532.0
2024-01-10 06:00:00,46065.85,45875.28,46006.0,847.24073,40158.0
2024-01-10 07:00:00,46023.4,45734.56,45757.98,1379.97341,55106.0
2024-01-10 08:00:00,45861.1,45320.53,45329.94,2517.14697,91886.0
2024-01-10 09:00:00,45700.0,45321.99,45661.42,2388.37211,87157.0
2024-01-10 10:00:00,45731.1,45532.0,45532.0,1101.89012,49540.0
2024-01-10 11:00:00,45659.42,45000.0,45515.89,2363.70366,99195.0
2024-01-10 12:00:00,45662.01,44363.93,44670.53,5540.87031,240855.0
2024-01-10 13:00:00,45393.99,44300.36,45118.01,4518.06082,238959.0
2024-01-10 14:00:00,45404.89,44820.35,44884.0,3293.59955,140947.0
2024-01-10 15:00:00,45630.7,44800.0,45546.4,4166.8193,155654.0
2024-01-10 16:00:00,45708.31,45173.97,45311.1,3383.80525,115728.0
2024-01-10 17:00:00,46449.0,45227.01,46401.89,5565.30304,146206.0
2024-01-10 18:00:00,46633.86,45840.0,46527.33,4249.44238,153791.0
2024-01-10 19:00:00,46666.0,46043.69,46489.18,4609.96145,156239.0
2024-01-10 20:00:00,46504.92,44800.0,46127.0,10674.42987,403193.0
2024-01-10 21:00:00,46301.04,45080.0,45946.0,8142.82709,240361.0
2024-01-10 22:00:00,46948.98,45760.45,46902.69,6635.62295,172152.0
2024-01-10 23:00:00,47695.93,46381.86,46653.99,9353.72953,234560.0
2024-01-11 00:00:00,46721.37,46296.46,46670.01,2859.39936,90836.0
2024-01-11 01:00:00,46750.0,46468.33,46506.94,1772.5933,67122.0
2024-01-11 02:00:00,46622.39,46500.0,46559.0,1242.76928,57239.0
2024-01-11 03:00:00,46590.81,46200.0,46502.16,2090.15306,91273.0
2024-01-11 04:00:00,46507.08,46304.96,46400.01,1666.06111,68608.0
2024-01-11 05:00:00,46417.33,45896.23,46070.0,2132.23648,89433.0
2024-01-11 06:00:00,46091.53,45618.1,45907.3,2234.87531,107384.0
2024-01-11 07:00:00,46166.99,45881.1,46101.4,1518.70045,72758.0
2024-01-11 08:00:00,46318.1,46052.0,46277.0,1468.58251,65941.0
2024-01-11 09:00:00,46354.0,46211.94,46220.12,1341.13559,59262.0
2024-01-11 10:00:00,46860.0,46210.0,46859.91,2559.25355,112378.0
2024-01-11 11:00:00,47150.0,46705.97,47060.0,3169.51389,128739.0
2024-01-11 12:00:00,47464.87,46941.1,47449.63,3177.46648,118362.0
2024-01-11 13:00:00,47449.64,46762.86,47325.2,4404.70297,160965.0
2024-01-11 14:00:00,48969.48,47215.0,48571.22,15868.93224,399393.0
2024-01-11 15:00:00,48657.98,46463.19,46783.78,12867.70365,351666.0
2024-01-11 16:00:00,47022.07,45788.0,46007.29,9918.42093,284954.0
2024-01-11 17:00:00,46550.0,45606.06,46497.14,4932.85516,158344.0
2024-01-11 18:00:00,46644.72,46259.09,46609.99,2426.83408,95149.0
2024-01-11 19:00:00,46735.29,46283.14,46692.3,1894.15573,80064.0
2024-01-11 20:00:00,46975.0,46120.0,46241.92,4521.03099,161019.0
2024-01-11 21:00:00,46450.0,46120.03,46156.01,1507.69927,79635.0
2024-01-11 22:00:00,46430.21,46084.69,46399.99,968.31728,53141.0
2024-01-11 23:00:00,46491.93,46296.37,46339.16,926.93693,44786.0
2024-01-12 00:00:00,46515.53,46012.8,46293.43,1773.38738,81858.0
2024-01-12 01:00:00,46327.81,45898.0,46135.48,1400.91048,70806.0
2024-01-12 02:00:00,46250.0,45996.01,46144.01,998.84335,49367.0
2024-01-12 03:00:00,46184.57,45922.01,45994.0,1204.2988,52633.0
2024-01-12 04:00:00,46110.0,45858.0,45956.34,1377.83064,58518.0
2024-01-12 05:00:00,46209.98,45898.0,46194.01,1141.56622,53158.0
2024-01-12 06:00:00,46366.0,46100.82,46100.85,1062.83821,51151.0
2024-01-12 07:00:00,46144.45,45742.49,46008.19,2184.03364,81141.0
2024-01-12 08:00:00,46008.19,45632.0,45860.01,1397.30176,71064.0
2024-01-12 09:00:00,46076.34,45537.37,45925.92,2131.76464,98480.0
2024-01-12 10:00:00,46133.33,45841.1,46063.62,1532.73873,72479.0
2024-01-12 11:00:00,46267.0,45941.61,45954.35,1976.90053,87152.0
2024-01-12 12:00:00,46109.0,45667.47,45866.56,1852.17109,95611.0
2024-01-12 13:00:00,45944.12,45573.44,45779.02,2155.66091,98359.0
2024-01-12 14:00:00,45904.66,45250.01,45442.02,5702.97549,172179.0
2024-01-12 15:00:00,45459.28,44333.44,44462.01,9485.40906,296919.0
2024-01-12 16:00:00,44675.88,43212.0,43624.0,12653.69131,390704.0
2024-01-12 17:00:00,43836.88,43278.0,43803.99,6405.60756,172068.0
2024-01-12 18:00:00,43925.23,43250.0,43472.0,4482.59182,118770.0
2024-01-12 19:00:00,43720.0,43274.68,43472.55,2846.14963,72122.0
2024-01-12 20:00:00,43981.1,43401.64,43653.38,4898.5452,91375.0
2024-01-12 21:00:00,43861.1,43213.73,43449.0,3001.91979,83214.0
2024-01-12 22:00:00,43458.0,41500.0,42510.0,10954.10629,307332.0
2024-01-12 23:00:00,42958.0,42481.1,42782.73,3706.69454,82732.0
2024-01-13 00:00:00,42997.29,42766.45,42801.76,2784.58772,66668.0
2024-01-13 01:00:00,42891.09,42514.89,42673.83,3059.07599,87828.0
2024-01-13 02:00:00,42853.75,42525.16,42530.0,2279.56144,77338.0
2024-01-13 03:00:00,42682.0,42436.12,42609.94,1822.30914,52053.0
2024-01-13 04:00:00,42850.0,42555.84,42840.01,1425.89376,48033.0
2024-01-13 05:00:00,43138.0,42769.63,43101.09,1760.17482,72628.0
2024-01-13 06:00:00,43185.0,42950.64,43149.99,1692.14955,66105.0
2024-01-13 07:00:00,43254.03,43064.83,43102.97,1359.60409,50890.0
2024-01-13 08:00:00,43254.96,43063.72,43170.01,1167.90273,45613.0
2024-01-13 09:00:00,43193.46,42819.31,42923.21,1671.71121,58351.0
2024-01-13 10:00:00,42923.21,42627.63,42700.12,2039.14575,74834.0
2024-01-13 11:00:00,42801.09,42509.11,42624.0,2083.54075,82633.0
2024-01-13 12:00:00,42753.56,42505.0,42684.88,1343.63876,58652.0
2024-01-13 13:00:00,42791.1,42601.1,42739.14,1075.91091,59499.0
2024-01-13 14:00:00,42961.1,42640.01,42856.92,1828.24882,89697.0
2024-01-13 15:00:00,43257.0,42856.1,43154.48,1815.55776,86848.0
2024-01-13 16:00:00,43185.0,42780.71,42895.41,1641.70519,72019.0
2024-01-13 17:00:00,42988.0,42769.38,42898.33,1001.47905,47986.0
2024-01-13 18:00:00,42904.0,42724.39,42806.01,738.81709,40195.0
2024-01-13 19:00:00,42996.64,42782.0,42786.25,799.84192,43511.0
2024-01-13 20:00:00,42923.03,42699.52,42870.0,872.06655,53534.0
2024-01-13 21:00:00,42976.15,42818.0,42963.44,640.52376,31371.0
2024-01-13 22:00:00,43040.01,42886.0,42990.65,613.97101,31874.0
2024-01-13 23:00:00,42996.08,42800.3,42847.99,601.05687,36083.0
2024-01-14 00:00:00,42890.23,42664.0,42687.36,927.44774,44075.0
2024-01-14 01:00:00,42839.86,42676.88,42769.19,615.7996,31296.0
2024-01-14 02:00:00,42829.33,42657.58,42779.06,520.14094,27779.0
2024-01-14 03:00:00,42804.78,42643.98,42681.82,705.78485,32339.0
2024-01-14 04:00:00,42698.99,42562.56,42580.01,691.38369,33626.0
2024-01-14 05:00:00,42815.17,42576.26,42749.99,519.82513,27560.0
2024-01-14 06:00:00,42999.0,42749.99,42998.99,864.88904,32842.0
2024-01-14 07:00:00,43060.0,42891.12,43011.44,960.65538,40223.0
2024-01-14 08:00:00,43030.0,42888.0,42996.25,569.7177,29785.0
2024-01-14 09:00:00,43079.0,42818.34,43052.41,775.89013,43413.0
2024-01-14 10:00:00,43066.56,42865.9,42889.04,668.92506,30834.0
2024-01-14 11:00:00,42938.75,42759.34,42829.99,870.7438,44145.0
2024-01-14 12:00:00,42847.2,42710.0,42758.0,992.57492,42573.0
2024-01-14 13:00:00,42921.1,42735.75,42891.69,622.71029,36226.0
2024-01-14 14:00:00,43005.25,42790.0,42811.99,1144.92876,52188.0
2024-01-14 15:00:00,42967.97,42804.01,42904.38,875.65217,47421.0
2024-01-14 16:00:00,42965.0,42856.72,42929.95,1007.12731,49386.0
2024-01-14 17:00:00,43010.84,42877.77,42973.27,941.54492,54214.0
2024-01-14 18:00:00,43003.99,42836.0,42900.01,687.2036,44599.0
2024-01-14 19:00:00,42930.56,42632.59,42660.0,1388.49237,77602.0
2024-01-14 20:00:00,42745.98,42183.68,42507.92,2883.67843,138395.0
2024-01-14 21:00:00,42595.41,42000.0,42554.89,3242.00758,108269.0
2024-01-14 22:00:00,42649.0,42073.87,42270.99,1609.15241,63207.0
2024-01-14 23:00:00,42316.0,41720.0,41732.35,4142.13312,103730.0
2024-01-15 00:00:00,42353.94,41718.05,42279.75,2433.52283,66725.0
2024-01-15 01:00:00,42398.73,42176.28,42275.18,1404.6404,47611.0
2024-01-15 02:00:00,42411.62,42194.12,42399.72,850.09544,36777.0
2024-01-15 03:00:00,42640.0,42389.27,42565.99,1140.03904,48818.0
2024-01-15 04:00:00,42634.0,42499.01,42591.77,1090.60435,36551.0
2024-01-15 05:00:00,42824.68,42569.73,42739.85,1213.71533,53387.0
2024-01-15 06:00:00,42797.06,42612.0,42651.1,985.96635,42801.0
2024-01-15 07:00:00,42764.0,42513.14,42714.78,1093.23136,43610.0
2024-01-15 08:00:00,42775.0,42641.1,42680.44,1082.69198,42019.0
2024-01-15 09:00:00,42762.11,42585.86,42750.88,966.05532,42836.0
2024-01-15 10:00:00,42761.1,42540.0,42565.26,916.19805,47781.0
2024-01-15 11:00:00,42703.95,42542.0,42697.99,847.5779,44356.0
2024-01-15 12:00:00,42715.99,42570.0,42663.79,1219.39859,71164.0
2024-01-15 13:00:00,42958.03,42614.12,42852.54,1610.94481,71435.0
2024-01-15 14:00:00,42868.53,42172.14,42199.0,3628.83988,141425.0
2024-01-15 15:00:00,42473.99,42163.32,42278.99,2136.5516,91983.0
2024-01-15 16:00:00,42549.0,42249.0,42522.61,1121.26001,57874.0
2024-01-15 17:00:00,42779.78,42521.1,42696.58,1280.44041,60358.0
2024-01-15 18:00:00,43400.43,42696.57,43015.82,7891.28853,302218.0
2024-01-15 19:00:00,43133.8,42825.84,42992.67,2038.31756,84396.0
2024-01-15 20:00:00,43114.45,42850.0,42960.0,1245.90158,51410.0
2024-01-15 21:00:00,42960.0,42710.0,42716.0,920.68651,42115.0
2024-01-15 22:00:00,42818.31,42342.18,42628.0,1850.23943,77507.0
2024-01-15 23:00:00,42639.99,42474.0,42511.1,1301.68577,52454.0
